TimestampUtc,Price,Size,Exchange
2026-03-12 19:11:11.088Z,1.4719,1,SYNTH
2026-03-12 19:11:12.235Z,1.4705,1,SYNTH
2026-03-12 19:11:13.189Z,1.4692,1,SYNTH
2026-03-12 19:11:14.089Z,1.4715,1,SYNTH
2026-03-12 19:11:15.049Z,1.4691,1,SYNTH
2026-03-12 19:11:16.860Z,1.4704,1,SYNTH
2026-03-12 19:11:17.859Z,1.4696,1,SYNTH
2026-03-12 19:11:18.717Z,1.4704,1,SYNTH
2026-03-12 19:11:19.272Z,1.4706,1,SYNTH
2026-03-12 19:11:20.219Z,1.4683,1,SYNTH
2026-03-12 19:11:21.251Z,1.4718,1,SYNTH
2026-03-12 19:11:22.669Z,1.4718,1,SYNTH
2026-03-12 19:11:23.219Z,1.4703,1,SYNTH
2026-03-12 19:11:24.092Z,1.4703,1,SYNTH
2026-03-12 19:11:25.795Z,1.4686,1,SYNTH
2026-03-12 19:11:26.164Z,1.4713,1,SYNTH
2026-03-12 19:11:27.722Z,1.4696,1,SYNTH
2026-03-12 19:11:28.422Z,1.4705,1,SYNTH
2026-03-12 19:11:29.483Z,1.4722,1,SYNTH
2026-03-12 19:11:30.078Z,1.4682,1,SYNTH
2026-03-12 19:11:31.029Z,1.4712,1,SYNTH
2026-03-12 19:11:32.520Z,1.4695,1,SYNTH
2026-03-12 19:11:33.329Z,1.4707,1,SYNTH
2026-03-12 19:11:34.711Z,1.4718,1,SYNTH
2026-03-12 19:11:35.540Z,1.4687,1,SYNTH
2026-03-12 19:11:36.674Z,1.4682,1,SYNTH
2026-03-12 19:11:37.506Z,1.4707,1,SYNTH
2026-03-12 19:11:38.026Z,1.4703,1,SYNTH
2026-03-12 19:11:39.513Z,1.4719,1,SYNTH
2026-03-12 19:11:40.217Z,1.4680,1,SYNTH
2026-03-12 19:11:41.228Z,1.4712,1,SYNTH
2026-03-12 19:11:42.516Z,1.4690,1,SYNTH
2026-03-12 19:11:43.823Z,1.4681,1,SYNTH
2026-03-12 19:11:44.349Z,1.4702,1,SYNTH
2026-03-12 19:11:45.111Z,1.4704,1,SYNTH
2026-03-12 19:11:46.521Z,1.4707,1,SYNTH
2026-03-12 19:11:47.681Z,1.4699,1,SYNTH
2026-03-12 19:11:48.294Z,1.4718,1,SYNTH
2026-03-12 19:11:49.275Z,1.4707,1,SYNTH
2026-03-12 19:11:50.493Z,1.4688,1,SYNTH
2026-03-12 19:11:51.454Z,1.4701,1,SYNTH
2026-03-12 19:11:52.381Z,1.4722,1,SYNTH
2026-03-12 19:11:53.139Z,1.4722,1,SYNTH
2026-03-12 19:11:54.855Z,1.4700,1,SYNTH
2026-03-12 19:11:55.016Z,1.4694,1,SYNTH
2026-03-12 19:11:56.611Z,1.4714,1,SYNTH
2026-03-12 19:11:57.787Z,1.4694,1,SYNTH
2026-03-12 19:11:58.128Z,1.4712,1,SYNTH
2026-03-12 19:11:59.018Z,1.4692,1,SYNTH
2026-03-12 19:12:00.104Z,1.4684,1,SYNTH
2026-03-12 19:12:01.795Z,1.4707,1,SYNTH
2026-03-12 19:12:02.593Z,1.4706,1,SYNTH
2026-03-12 19:12:03.617Z,1.4679,1,SYNTH
2026-03-12 19:12:04.265Z,1.4716,1,SYNTH
2026-03-12 19:12:05.668Z,1.4720,1,SYNTH
2026-03-12 19:12:06.611Z,1.4696,1,SYNTH
2026-03-12 19:12:07.663Z,1.4718,1,SYNTH
2026-03-12 19:12:08.436Z,1.4678,1,SYNTH
2026-03-12 19:12:09.640Z,1.4718,1,SYNTH
2026-03-12 19:12:10.772Z,1.4688,1,SYNTH
2026-03-12 19:11:11.862Z,1.4512,1,SYNTH
2026-03-12 19:11:12.499Z,1.4486,1,SYNTH
2026-03-12 19:11:13.886Z,1.4520,1,SYNTH
2026-03-12 19:11:14.360Z,1.4495,1,SYNTH
2026-03-12 19:11:15.156Z,1.4493,1,SYNTH
2026-03-12 19:11:16.779Z,1.4502,1,SYNTH
2026-03-12 19:11:17.688Z,1.4505,1,SYNTH
2026-03-12 19:11:18.573Z,1.4517,1,SYNTH
2026-03-12 19:11:19.511Z,1.4496,1,SYNTH
2026-03-12 19:11:20.070Z,1.4502,1,SYNTH
2026-03-12 19:11:21.818Z,1.4497,1,SYNTH
2026-03-12 19:11:22.794Z,1.4517,1,SYNTH
2026-03-12 19:11:23.219Z,1.4494,1,SYNTH
2026-03-12 19:11:24.880Z,1.4485,1,SYNTH
2026-03-12 19:11:25.746Z,1.4509,1,SYNTH
2026-03-12 19:11:26.811Z,1.4497,1,SYNTH
2026-03-12 19:11:27.627Z,1.4484,1,SYNTH
2026-03-12 19:11:28.255Z,1.4509,1,SYNTH
2026-03-12 19:11:29.403Z,1.4490,1,SYNTH
2026-03-12 19:11:30.255Z,1.4495,1,SYNTH
2026-03-12 19:11:31.535Z,1.4504,1,SYNTH
2026-03-12 19:11:32.246Z,1.4504,1,SYNTH
2026-03-12 19:11:33.728Z,1.4478,1,SYNTH
2026-03-12 19:11:34.849Z,1.4506,1,SYNTH
2026-03-12 19:11:35.331Z,1.4515,1,SYNTH
2026-03-12 19:11:36.188Z,1.4502,1,SYNTH
2026-03-12 19:11:37.840Z,1.4480,1,SYNTH
2026-03-12 19:11:38.007Z,1.4498,1,SYNTH
2026-03-12 19:11:39.003Z,1.4508,1,SYNTH
2026-03-12 19:11:40.632Z,1.4515,1,SYNTH
2026-03-12 19:11:41.193Z,1.4514,1,SYNTH
2026-03-12 19:11:42.237Z,1.4478,1,SYNTH
2026-03-12 19:11:43.201Z,1.4502,1,SYNTH
2026-03-12 19:11:44.790Z,1.4478,1,SYNTH
2026-03-12 19:11:45.296Z,1.4511,1,SYNTH
2026-03-12 19:11:46.840Z,1.4481,1,SYNTH
2026-03-12 19:11:47.535Z,1.4515,1,SYNTH
2026-03-12 19:11:48.595Z,1.4518,1,SYNTH
2026-03-12 19:11:49.110Z,1.4517,1,SYNTH
2026-03-12 19:11:50.029Z,1.4515,1,SYNTH
2026-03-12 19:11:51.751Z,1.4485,1,SYNTH
2026-03-12 19:11:52.008Z,1.4490,1,SYNTH
2026-03-12 19:11:53.531Z,1.4512,1,SYNTH
2026-03-12 19:11:54.173Z,1.4487,1,SYNTH
2026-03-12 19:11:55.503Z,1.4517,1,SYNTH
2026-03-12 19:11:56.414Z,1.4509,1,SYNTH
2026-03-12 19:11:57.880Z,1.4509,1,SYNTH
2026-03-12 19:11:58.880Z,1.4496,1,SYNTH
2026-03-12 19:11:59.655Z,1.4509,1,SYNTH
2026-03-12 19:12:00.356Z,1.4495,1,SYNTH
2026-03-12 19:12:01.466Z,1.4482,1,SYNTH
2026-03-12 19:12:02.598Z,1.4516,1,SYNTH
2026-03-12 19:12:03.149Z,1.4516,1,SYNTH
2026-03-12 19:12:04.082Z,1.4487,1,SYNTH
2026-03-12 19:12:05.688Z,1.4512,1,SYNTH
2026-03-12 19:12:06.344Z,1.4510,1,SYNTH
2026-03-12 19:12:07.872Z,1.4494,1,SYNTH
2026-03-12 19:12:08.340Z,1.4512,1,SYNTH
2026-03-12 19:12:09.832Z,1.4489,1,SYNTH
2026-03-12 19:12:10.746Z,1.4504,1,SYNTH
2026-03-12 19:11:11.826Z,1.4469,1,SYNTH
2026-03-12 19:11:12.657Z,1.4429,1,SYNTH
2026-03-12 19:11:13.591Z,1.4464,1,SYNTH
2026-03-12 19:11:14.429Z,1.4442,1,SYNTH
2026-03-12 19:11:15.841Z,1.4442,1,SYNTH
2026-03-12 19:11:16.038Z,1.4466,1,SYNTH
2026-03-12 19:11:17.688Z,1.4444,1,SYNTH
2026-03-12 19:11:18.589Z,1.4453,1,SYNTH
2026-03-12 19:11:19.583Z,1.4440,1,SYNTH
2026-03-12 19:11:20.040Z,1.4431,1,SYNTH
2026-03-12 19:11:21.118Z,1.4472,1,SYNTH
2026-03-12 19:11:22.415Z,1.4447,1,SYNTH
2026-03-12 19:11:23.563Z,1.4457,1,SYNTH
2026-03-12 19:11:24.370Z,1.4447,1,SYNTH
2026-03-12 19:11:25.802Z,1.4470,1,SYNTH
2026-03-12 19:11:26.541Z,1.4444,1,SYNTH
2026-03-12 19:11:27.046Z,1.4463,1,SYNTH
2026-03-12 19:11:28.514Z,1.4434,1,SYNTH
2026-03-12 19:11:29.542Z,1.4435,1,SYNTH
2026-03-12 19:11:30.739Z,1.4454,1,SYNTH
2026-03-12 19:11:31.606Z,1.4433,1,SYNTH
2026-03-12 19:11:32.394Z,1.4456,1,SYNTH
2026-03-12 19:11:33.776Z,1.4467,1,SYNTH
2026-03-12 19:11:34.765Z,1.4443,1,SYNTH
2026-03-12 19:11:35.794Z,1.4433,1,SYNTH
2026-03-12 19:11:36.899Z,1.4451,1,SYNTH
2026-03-12 19:11:37.774Z,1.4428,1,SYNTH
2026-03-12 19:11:38.816Z,1.4457,1,SYNTH
2026-03-12 19:11:39.657Z,1.4441,1,SYNTH
2026-03-12 19:11:40.876Z,1.4463,1,SYNTH
2026-03-12 19:11:41.687Z,1.4436,1,SYNTH
2026-03-12 19:11:42.305Z,1.4432,1,SYNTH
2026-03-12 19:11:43.655Z,1.4458,1,SYNTH
2026-03-12 19:11:44.253Z,1.4467,1,SYNTH
2026-03-12 19:11:45.847Z,1.4471,1,SYNTH
2026-03-12 19:11:46.303Z,1.4459,1,SYNTH
2026-03-12 19:11:47.895Z,1.4434,1,SYNTH
2026-03-12 19:11:48.845Z,1.4462,1,SYNTH
2026-03-12 19:11:49.430Z,1.4457,1,SYNTH
2026-03-12 19:11:50.835Z,1.4452,1,SYNTH
2026-03-12 19:11:51.844Z,1.4439,1,SYNTH
2026-03-12 19:11:52.205Z,1.4470,1,SYNTH
2026-03-12 19:11:53.830Z,1.4433,1,SYNTH
2026-03-12 19:11:54.151Z,1.4462,1,SYNTH
2026-03-12 19:11:55.442Z,1.4440,1,SYNTH
2026-03-12 19:11:56.667Z,1.4429,1,SYNTH
2026-03-12 19:11:57.413Z,1.4436,1,SYNTH
2026-03-12 19:11:58.194Z,1.4450,1,SYNTH
2026-03-12 19:11:59.284Z,1.4442,1,SYNTH
2026-03-12 19:12:00.889Z,1.4454,1,SYNTH
2026-03-12 19:12:01.644Z,1.4465,1,SYNTH
2026-03-12 19:12:02.313Z,1.4471,1,SYNTH
2026-03-12 19:12:03.251Z,1.4436,1,SYNTH
2026-03-12 19:12:04.365Z,1.4452,1,SYNTH
2026-03-12 19:12:05.854Z,1.4456,1,SYNTH
2026-03-12 19:12:06.401Z,1.4461,1,SYNTH
2026-03-12 19:12:07.480Z,1.4458,1,SYNTH
2026-03-12 19:12:08.447Z,1.4431,1,SYNTH
2026-03-12 19:12:09.239Z,1.4467,1,SYNTH
2026-03-12 19:12:10.638Z,1.4457,1,SYNTH
2026-03-12 19:11:11.083Z,1.4417,1,SYNTH
2026-03-12 19:11:12.217Z,1.4424,1,SYNTH
2026-03-12 19:11:13.785Z,1.4381,1,SYNTH
2026-03-12 19:11:14.321Z,1.4403,1,SYNTH
2026-03-12 19:11:15.805Z,1.4397,1,SYNTH
2026-03-12 19:11:16.583Z,1.4405,1,SYNTH
2026-03-12 19:11:17.861Z,1.4384,1,SYNTH
2026-03-12 19:11:18.221Z,1.4398,1,SYNTH
2026-03-12 19:11:19.874Z,1.4386,1,SYNTH
2026-03-12 19:11:20.732Z,1.4413,1,SYNTH
2026-03-12 19:11:21.643Z,1.4404,1,SYNTH
2026-03-12 19:11:22.156Z,1.4384,1,SYNTH
2026-03-12 19:11:23.199Z,1.4379,1,SYNTH
2026-03-12 19:11:24.067Z,1.4416,1,SYNTH
2026-03-12 19:11:25.113Z,1.4403,1,SYNTH
2026-03-12 19:11:26.381Z,1.4405,1,SYNTH
2026-03-12 19:11:27.197Z,1.4412,1,SYNTH
2026-03-12 19:11:28.358Z,1.4404,1,SYNTH
2026-03-12 19:11:29.367Z,1.4392,1,SYNTH
2026-03-12 19:11:30.891Z,1.4411,1,SYNTH
2026-03-12 19:11:31.707Z,1.4390,1,SYNTH
2026-03-12 19:11:32.457Z,1.4390,1,SYNTH
2026-03-12 19:11:33.428Z,1.4422,1,SYNTH
2026-03-12 19:11:34.258Z,1.4415,1,SYNTH
2026-03-12 19:11:35.204Z,1.4386,1,SYNTH
2026-03-12 19:11:36.725Z,1.4403,1,SYNTH
2026-03-12 19:11:37.126Z,1.4409,1,SYNTH
2026-03-12 19:11:38.028Z,1.4399,1,SYNTH
2026-03-12 19:11:39.162Z,1.4411,1,SYNTH
2026-03-12 19:11:40.026Z,1.4388,1,SYNTH
2026-03-12 19:11:41.087Z,1.4403,1,SYNTH
2026-03-12 19:11:42.869Z,1.4389,1,SYNTH
2026-03-12 19:11:43.259Z,1.4409,1,SYNTH
2026-03-12 19:11:44.513Z,1.4421,1,SYNTH
2026-03-12 19:11:45.133Z,1.4387,1,SYNTH
2026-03-12 19:11:46.058Z,1.4413,1,SYNTH
2026-03-12 19:11:47.658Z,1.4384,1,SYNTH
2026-03-12 19:11:48.812Z,1.4388,1,SYNTH
2026-03-12 19:11:49.632Z,1.4393,1,SYNTH
2026-03-12 19:11:50.792Z,1.4421,1,SYNTH
2026-03-12 19:11:51.281Z,1.4387,1,SYNTH
2026-03-12 19:11:52.175Z,1.4404,1,SYNTH
2026-03-12 19:11:53.868Z,1.4396,1,SYNTH
2026-03-12 19:11:54.426Z,1.4413,1,SYNTH
2026-03-12 19:11:55.455Z,1.4382,1,SYNTH
2026-03-12 19:11:56.499Z,1.4411,1,SYNTH
2026-03-12 19:11:57.079Z,1.4405,1,SYNTH
2026-03-12 19:11:58.589Z,1.4397,1,SYNTH
2026-03-12 19:11:59.043Z,1.4385,1,SYNTH
2026-03-12 19:12:00.436Z,1.4401,1,SYNTH
2026-03-12 19:12:01.050Z,1.4408,1,SYNTH
2026-03-12 19:12:02.070Z,1.4392,1,SYNTH
2026-03-12 19:12:03.583Z,1.4399,1,SYNTH
2026-03-12 19:12:04.470Z,1.4404,1,SYNTH
2026-03-12 19:12:05.739Z,1.4409,1,SYNTH
2026-03-12 19:12:06.265Z,1.4416,1,SYNTH
2026-03-12 19:12:07.733Z,1.4388,1,SYNTH
2026-03-12 19:12:08.246Z,1.4400,1,SYNTH
2026-03-12 19:12:09.466Z,1.4404,1,SYNTH
2026-03-12 19:12:10.527Z,1.4418,1,SYNTH
2026-03-12 19:11:11.148Z,1.4720,1,SYNTH
2026-03-12 19:11:12.812Z,1.4703,1,SYNTH
2026-03-12 19:11:13.394Z,1.4688,1,SYNTH
2026-03-12 19:11:14.304Z,1.4688,1,SYNTH
2026-03-12 19:11:15.619Z,1.4715,1,SYNTH
2026-03-12 19:11:16.851Z,1.4720,1,SYNTH
2026-03-12 19:11:17.301Z,1.4679,1,SYNTH
2026-03-12 19:11:18.142Z,1.4710,1,SYNTH
2026-03-12 19:11:19.287Z,1.4707,1,SYNTH
2026-03-12 19:11:20.581Z,1.4695,1,SYNTH
2026-03-12 19:11:21.231Z,1.4709,1,SYNTH
2026-03-12 19:11:22.222Z,1.4681,1,SYNTH
2026-03-12 19:11:23.061Z,1.4717,1,SYNTH
2026-03-12 19:11:24.128Z,1.4684,1,SYNTH
2026-03-12 19:11:25.239Z,1.4681,1,SYNTH
2026-03-12 19:11:26.115Z,1.4704,1,SYNTH
2026-03-12 19:11:27.295Z,1.4713,1,SYNTH
2026-03-12 19:11:28.246Z,1.4719,1,SYNTH
2026-03-12 19:11:29.511Z,1.4690,1,SYNTH
2026-03-12 19:11:30.066Z,1.4680,1,SYNTH
2026-03-12 19:11:31.871Z,1.4716,1,SYNTH
2026-03-12 19:11:32.278Z,1.4681,1,SYNTH
2026-03-12 19:11:33.546Z,1.4716,1,SYNTH
2026-03-12 19:11:34.458Z,1.4689,1,SYNTH
2026-03-12 19:11:35.131Z,1.4692,1,SYNTH
2026-03-12 19:11:36.482Z,1.4702,1,SYNTH
2026-03-12 19:11:37.380Z,1.4682,1,SYNTH
2026-03-12 19:11:38.345Z,1.4709,1,SYNTH
2026-03-12 19:11:39.773Z,1.4686,1,SYNTH
2026-03-12 19:11:40.607Z,1.4704,1,SYNTH
2026-03-12 19:11:41.005Z,1.4677,1,SYNTH
2026-03-12 19:11:42.252Z,1.4703,1,SYNTH
2026-03-12 19:11:43.746Z,1.4717,1,SYNTH
2026-03-12 19:11:44.161Z,1.4684,1,SYNTH
2026-03-12 19:11:45.556Z,1.4710,1,SYNTH
2026-03-12 19:11:46.179Z,1.4702,1,SYNTH
2026-03-12 19:11:47.581Z,1.4704,1,SYNTH
2026-03-12 19:11:48.540Z,1.4697,1,SYNTH
2026-03-12 19:11:49.118Z,1.4712,1,SYNTH
2026-03-12 19:11:50.165Z,1.4678,1,SYNTH
2026-03-12 19:11:51.215Z,1.4705,1,SYNTH
2026-03-12 19:11:52.593Z,1.4714,1,SYNTH
2026-03-12 19:11:53.567Z,1.4709,1,SYNTH
2026-03-12 19:11:54.128Z,1.4683,1,SYNTH
2026-03-12 19:11:55.444Z,1.4704,1,SYNTH
2026-03-12 19:11:56.557Z,1.4686,1,SYNTH
2026-03-12 19:11:57.540Z,1.4720,1,SYNTH
2026-03-12 19:11:58.235Z,1.4712,1,SYNTH
2026-03-12 19:11:59.288Z,1.4686,1,SYNTH
2026-03-12 19:12:00.730Z,1.4684,1,SYNTH
2026-03-12 19:12:01.044Z,1.4714,1,SYNTH
2026-03-12 19:12:02.408Z,1.4693,1,SYNTH
2026-03-12 19:12:03.288Z,1.4705,1,SYNTH
2026-03-12 19:12:04.166Z,1.4680,1,SYNTH
2026-03-12 19:12:05.701Z,1.4719,1,SYNTH
2026-03-12 19:12:06.323Z,1.4685,1,SYNTH
2026-03-12 19:12:07.876Z,1.4683,1,SYNTH
2026-03-12 19:12:08.622Z,1.4711,1,SYNTH
2026-03-12 19:12:09.065Z,1.4680,1,SYNTH
2026-03-12 19:12:10.306Z,1.4702,1,SYNTH
2026-03-12 19:11:11.133Z,1.4703,1,SYNTH
2026-03-12 19:11:12.825Z,1.4718,1,SYNTH
2026-03-12 19:11:13.559Z,1.4692,1,SYNTH
2026-03-12 19:11:14.414Z,1.4710,1,SYNTH
2026-03-12 19:11:15.271Z,1.4686,1,SYNTH
2026-03-12 19:11:16.406Z,1.4678,1,SYNTH
2026-03-12 19:11:17.255Z,1.4713,1,SYNTH
2026-03-12 19:11:18.400Z,1.4689,1,SYNTH
2026-03-12 19:11:19.251Z,1.4678,1,SYNTH
2026-03-12 19:11:20.771Z,1.4711,1,SYNTH
2026-03-12 19:11:21.161Z,1.4720,1,SYNTH
2026-03-12 19:11:22.299Z,1.4693,1,SYNTH
2026-03-12 19:11:23.473Z,1.4714,1,SYNTH
2026-03-12 19:11:24.097Z,1.4683,1,SYNTH
2026-03-12 19:11:25.724Z,1.4703,1,SYNTH
2026-03-12 19:11:26.327Z,1.4688,1,SYNTH
2026-03-12 19:11:27.388Z,1.4716,1,SYNTH
2026-03-12 19:11:28.868Z,1.4703,1,SYNTH
2026-03-12 19:11:29.686Z,1.4678,1,SYNTH
2026-03-12 19:11:30.688Z,1.4696,1,SYNTH
2026-03-12 19:11:31.211Z,1.4718,1,SYNTH
2026-03-12 19:11:32.780Z,1.4693,1,SYNTH
2026-03-12 19:11:33.170Z,1.4682,1,SYNTH
2026-03-12 19:11:34.724Z,1.4710,1,SYNTH
2026-03-12 19:11:35.001Z,1.4708,1,SYNTH
2026-03-12 19:11:36.704Z,1.4684,1,SYNTH
2026-03-12 19:11:37.106Z,1.4701,1,SYNTH
2026-03-12 19:11:38.072Z,1.4719,1,SYNTH
2026-03-12 19:11:39.773Z,1.4697,1,SYNTH
2026-03-12 19:11:40.513Z,1.4706,1,SYNTH
2026-03-12 19:11:41.183Z,1.4699,1,SYNTH
2026-03-12 19:11:42.026Z,1.4696,1,SYNTH
2026-03-12 19:11:43.395Z,1.4713,1,SYNTH
2026-03-12 19:11:44.865Z,1.4682,1,SYNTH
2026-03-12 19:11:45.675Z,1.4714,1,SYNTH
2026-03-12 19:11:46.167Z,1.4720,1,SYNTH
2026-03-12 19:11:47.680Z,1.4707,1,SYNTH
2026-03-12 19:11:48.285Z,1.4686,1,SYNTH
2026-03-12 19:11:49.099Z,1.4688,1,SYNTH
2026-03-12 19:11:50.459Z,1.4702,1,SYNTH
2026-03-12 19:11:51.738Z,1.4688,1,SYNTH
2026-03-12 19:11:52.187Z,1.4717,1,SYNTH
2026-03-12 19:11:53.282Z,1.4682,1,SYNTH
2026-03-12 19:11:54.028Z,1.4705,1,SYNTH
2026-03-12 19:11:55.641Z,1.4678,1,SYNTH
2026-03-12 19:11:56.471Z,1.4706,1,SYNTH
2026-03-12 19:11:57.495Z,1.4702,1,SYNTH
2026-03-12 19:11:58.020Z,1.4722,1,SYNTH
2026-03-12 19:11:59.408Z,1.4721,1,SYNTH
2026-03-12 19:12:00.778Z,1.4713,1,SYNTH
2026-03-12 19:12:01.655Z,1.4683,1,SYNTH
