TimestampUtc,Price,Size,Exchange
2026-03-09 13:30:00.781Z,3.3102,78,SYNTH
2026-03-09 13:30:01.840Z,3.3114,61,SYNTH
2026-03-09 13:30:02.483Z,3.3126,62,SYNTH
2026-03-09 13:30:03.170Z,3.3082,62,SYNTH
2026-03-09 13:30:04.895Z,3.3083,41,SYNTH
2026-03-09 13:30:05.092Z,3.3083,69,SYNTH
2026-03-09 13:30:06.153Z,3.3101,70,SYNTH
2026-03-09 13:30:07.473Z,3.3108,41,SYNTH
2026-03-09 13:30:08.380Z,3.3095,48,SYNTH
2026-03-09 13:30:09.781Z,3.3082,31,SYNTH
2026-03-09 13:30:10.232Z,3.3102,41,SYNTH
2026-03-09 13:30:11.080Z,3.3094,131,SYNTH
2026-03-09 13:30:12.803Z,3.3108,128,SYNTH
2026-03-09 13:30:13.547Z,3.3107,97,SYNTH
2026-03-09 13:30:14.068Z,3.3123,35,SYNTH
2026-03-09 13:30:15.397Z,3.3120,28,SYNTH
2026-03-09 13:30:16.460Z,3.3091,85,SYNTH
2026-03-09 13:30:17.872Z,3.3079,104,SYNTH
2026-03-09 13:30:18.202Z,3.3102,95,SYNTH
2026-03-09 13:30:19.877Z,3.3104,50,SYNTH
2026-03-09 13:30:20.725Z,3.3086,49,SYNTH
2026-03-09 13:30:21.279Z,3.3121,26,SYNTH
2026-03-09 13:30:22.378Z,3.3116,23,SYNTH
2026-03-09 13:30:23.386Z,3.3092,54,SYNTH
2026-03-09 13:30:24.292Z,3.3080,26,SYNTH
2026-03-09 13:30:25.870Z,3.3118,23,SYNTH
2026-03-09 13:30:26.864Z,3.3091,53,SYNTH
2026-03-09 13:30:27.663Z,3.3123,28,SYNTH
2026-03-09 13:30:28.500Z,3.3091,47,SYNTH
2026-03-09 13:30:29.116Z,3.3119,35,SYNTH
2026-03-09 13:30:30.494Z,3.3122,21,SYNTH
2026-03-09 13:30:31.388Z,3.3091,34,SYNTH
2026-03-09 13:30:32.285Z,3.3091,25,SYNTH
2026-03-09 13:30:33.218Z,3.3090,26,SYNTH
2026-03-09 13:30:34.843Z,3.3089,30,SYNTH
2026-03-09 13:30:35.662Z,3.3106,45,SYNTH
2026-03-09 13:30:36.144Z,3.3086,41,SYNTH
2026-03-09 13:30:37.570Z,3.3082,100,SYNTH
2026-03-09 13:30:38.414Z,3.3114,111,SYNTH
2026-03-09 13:30:39.322Z,3.3083,61,SYNTH
2026-03-09 13:30:40.360Z,3.3112,79,SYNTH
2026-03-09 13:30:41.369Z,3.3077,44,SYNTH
2026-03-09 13:30:42.107Z,3.3101,45,SYNTH
2026-03-09 13:30:43.235Z,3.3109,48,SYNTH
2026-03-09 13:30:44.147Z,3.3113,60,SYNTH
2026-03-09 13:30:45.815Z,3.3084,92,SYNTH
2026-03-09 13:30:46.043Z,3.3118,41,SYNTH
2026-03-09 13:30:47.106Z,3.3089,51,SYNTH
2026-03-09 13:30:48.889Z,3.3109,57,SYNTH
2026-03-09 13:30:49.075Z,3.3084,39,SYNTH
2026-03-09 13:30:50.259Z,3.3108,67,SYNTH
2026-03-09 13:30:51.554Z,3.3122,66,SYNTH
