TimestampUtc,Bid,Ask,BidSize,AskSize,SpreadBps
2026-03-13 13:30:00.217Z,0.5472,0.5528,159107,77922,101.8
2026-03-13 13:30:01.155Z,0.5475,0.5519,130153,287605,80.0
2026-03-13 13:30:02.630Z,0.5461,0.5523,48931,187264,112.9
2026-03-13 13:30:03.578Z,0.5454,0.5512,93637,166218,105.8
2026-03-13 13:30:04.794Z,0.5441,0.5505,58585,166196,116.9
2026-03-13 13:30:05.623Z,0.5427,0.5493,129801,143766,120.9
2026-03-13 13:30:06.489Z,0.5427,0.5471,68252,127271,80.7
2026-03-13 13:30:07.631Z,0.5408,0.5462,52776,81277,99.4
2026-03-13 13:30:08.584Z,0.5404,0.5448,35951,140548,81.1
2026-03-13 13:30:09.522Z,0.5392,0.5438,28758,95469,84.9
2026-03-13 13:30:10.533Z,0.5382,0.5432,34613,81804,92.5
2026-03-13 13:30:11.259Z,0.5374,0.5428,133857,328478,100.0
2026-03-13 13:30:12.258Z,0.5374,0.5424,127666,215750,92.6
2026-03-13 13:30:13.621Z,0.5378,0.5428,312004,195783,92.5
2026-03-13 13:30:14.226Z,0.5384,0.5434,89716,65746,92.4
2026-03-13 13:30:15.756Z,0.5385,0.5445,145124,110882,110.8
2026-03-13 13:30:16.566Z,0.5391,0.5449,166768,102378,107.0
2026-03-13 13:30:17.188Z,0.5394,0.5454,178761,121088,110.6
2026-03-13 13:30:18.122Z,0.5404,0.5446,226936,127647,77.4
2026-03-13 13:30:19.134Z,0.5402,0.5454,224933,73323,95.8
2026-03-13 13:30:20.178Z,0.5407,0.5455,53277,36481,88.4
2026-03-13 13:30:21.199Z,0.5414,0.5460,83820,58596,84.6
2026-03-13 13:30:22.403Z,0.5420,0.5468,112968,64223,88.2
2026-03-13 13:30:23.436Z,0.5428,0.5482,146251,94591,99.0
2026-03-13 13:30:24.728Z,0.5441,0.5487,107389,104022,84.2
2026-03-13 13:30:25.195Z,0.5446,0.5506,109401,38151,109.6
2026-03-13 13:30:26.315Z,0.5465,0.5511,102403,68607,83.8
2026-03-13 13:30:27.262Z,0.5472,0.5528,116481,58491,101.8
2026-03-13 13:30:28.061Z,0.5489,0.5539,74807,42933,90.7
2026-03-13 13:30:29.820Z,0.5500,0.5552,43307,50142,94.1
