TimestampUtc,Price,Size,Exchange
2026-04-21 13:30:00.421Z,1.0907,2066,SYNTH
2026-04-21 13:30:01.041Z,1.0908,2138,SYNTH
2026-04-21 13:30:02.656Z,1.0918,2868,SYNTH
2026-04-21 13:30:03.490Z,1.0921,2658,SYNTH
2026-04-21 13:30:04.049Z,1.0924,2597,SYNTH
2026-04-21 13:30:05.763Z,1.0947,2367,SYNTH
2026-04-21 13:30:06.693Z,1.0945,3337,SYNTH
2026-04-21 13:30:07.003Z,1.0949,2708,SYNTH
2026-04-21 13:30:08.083Z,1.0967,2216,SYNTH
2026-04-21 13:30:09.817Z,1.0977,3209,SYNTH
2026-04-21 13:30:10.409Z,1.0984,1387,SYNTH
2026-04-21 13:30:11.801Z,1.0988,5852,SYNTH
2026-04-21 13:30:12.265Z,1.0981,6497,SYNTH
2026-04-21 13:30:13.166Z,1.0989,5335,SYNTH
2026-04-21 13:30:14.207Z,1.0960,1335,SYNTH
2026-04-21 13:30:15.383Z,1.0962,1179,SYNTH
2026-04-21 13:30:16.807Z,1.0958,2839,SYNTH
2026-04-21 13:30:17.819Z,1.0979,2935,SYNTH
2026-04-21 13:30:18.810Z,1.0954,4931,SYNTH
2026-04-21 13:30:19.428Z,1.0948,3472,SYNTH
2026-04-21 13:30:20.664Z,1.0937,1293,SYNTH
2026-04-21 13:30:21.251Z,1.0937,2032,SYNTH
2026-04-21 13:30:22.070Z,1.0936,2609,SYNTH
2026-04-21 13:30:23.757Z,1.0922,2207,SYNTH
2026-04-21 13:30:24.049Z,1.0924,1400,SYNTH
2026-04-21 13:30:25.022Z,1.0895,1074,SYNTH
2026-04-21 13:30:26.447Z,1.0887,1624,SYNTH
2026-04-21 13:30:27.509Z,1.0885,2465,SYNTH
2026-04-21 13:30:28.139Z,1.0862,2300,SYNTH
2026-04-21 13:30:29.192Z,1.0854,1328,SYNTH
2026-04-21 13:30:30.843Z,1.0844,2082,SYNTH
2026-04-21 13:30:31.821Z,1.0837,1332,SYNTH
2026-04-21 13:30:32.548Z,1.0830,1361,SYNTH
2026-04-21 13:30:33.453Z,1.0812,1107,SYNTH
2026-04-21 13:30:34.401Z,1.0813,2349,SYNTH
2026-04-21 13:30:35.248Z,1.0802,1556,SYNTH
2026-04-21 13:30:36.603Z,1.0790,2533,SYNTH
2026-04-21 13:30:37.681Z,1.0788,5738,SYNTH
2026-04-21 13:30:38.552Z,1.0798,6616,SYNTH
2026-04-21 13:30:39.299Z,1.0791,5833,SYNTH
2026-04-21 13:30:40.043Z,1.0809,4929,SYNTH
2026-04-21 13:30:41.577Z,1.0816,1777,SYNTH
2026-04-21 13:30:42.808Z,1.0813,1666,SYNTH
2026-04-21 13:30:43.285Z,1.0821,1672,SYNTH
2026-04-21 13:30:44.602Z,1.0823,1175,SYNTH
2026-04-21 13:30:45.370Z,1.0827,3689,SYNTH
2026-04-21 13:30:46.220Z,1.0833,1892,SYNTH
2026-04-21 13:30:47.492Z,1.0821,2051,SYNTH
2026-04-21 13:30:48.277Z,1.0828,1298,SYNTH
2026-04-21 13:30:49.720Z,1.0823,3135,SYNTH
2026-04-21 13:30:50.279Z,1.0840,2508,SYNTH
2026-04-21 13:30:51.827Z,1.0840,1637,SYNTH
