TimestampUtc,Bid,Ask,BidSize,AskSize,SpreadBps
2026-04-24 16:46:00.329Z,30.0964,30.1236,87709,84972,9.0
2026-04-24 16:46:01.157Z,30.0902,30.1248,16316,58980,11.5
2026-04-24 16:46:02.011Z,30.0849,30.1183,54740,175457,11.1
2026-04-24 16:46:03.751Z,30.0756,30.1094,21874,53853,11.2
2026-04-24 16:46:04.830Z,30.0611,30.0973,36625,61831,12.0
2026-04-24 16:46:05.023Z,30.0448,30.0842,59894,137706,13.1
2026-04-24 16:46:06.276Z,30.0323,30.0649,40474,104436,10.8
2026-04-24 16:46:07.723Z,30.0183,30.0591,18278,63890,13.6
2026-04-24 16:46:08.545Z,30.0148,30.0508,43278,83103,12.0
2026-04-24 16:46:09.211Z,30.0003,30.0337,39917,41524,11.1
2026-04-24 16:46:10.817Z,29.9923,30.0303,42473,90076,12.7
2026-04-24 16:46:11.361Z,29.9824,30.0184,132386,166877,12.0
2026-04-24 16:46:12.488Z,29.9857,30.0135,66876,124337,9.3
2026-04-24 16:46:13.721Z,29.9953,30.0269,73343,80233,10.5
2026-04-24 16:46:14.728Z,29.9976,30.0302,68469,47533,10.9
2026-04-24 16:46:15.679Z,30.0024,30.0366,71417,35408,11.4
2026-04-24 16:46:16.481Z,30.0159,30.0465,163461,75421,10.2
2026-04-24 16:46:17.247Z,30.0131,30.0479,50313,170112,11.6
2026-04-24 16:46:18.191Z,30.0127,30.0485,83298,65273,11.9
2026-04-24 16:46:19.483Z,30.0329,30.0657,76760,27569,10.9
2026-04-24 16:46:20.734Z,30.0327,30.0587,26393,61575,8.7
2026-04-24 16:46:21.435Z,30.0457,30.0769,40912,14879,10.4
2026-04-24 16:46:22.402Z,30.0622,30.1006,83727,46528,12.8
2026-04-24 16:46:23.318Z,30.0918,30.1406,60653,50371,16.2
2026-04-24 16:46:24.842Z,30.1207,30.1707,65686,35281,16.6
2026-04-24 16:46:25.650Z,30.1437,30.1861,42509,31168,14.1
2026-04-24 16:46:26.507Z,30.1826,30.2274,50325,44317,14.8
2026-04-24 16:46:27.273Z,30.2110,30.2612,47540,37016,16.6
2026-04-24 16:46:28.360Z,30.2473,30.2907,48115,36679,14.3
2026-04-24 16:46:29.192Z,30.2797,30.3201,69739,29029,13.3
2026-04-24 16:46:30.214Z,30.3034,30.3506,50387,24500,15.6
2026-04-24 16:46:31.251Z,30.3493,30.3925,26075,25973,14.2
2026-04-24 16:46:32.474Z,30.3790,30.4198,61764,35262,13.4
2026-04-24 16:46:33.772Z,30.3968,30.4354,28592,29602,12.7
2026-04-24 16:46:34.348Z,30.4193,30.4651,58079,27114,15.0
2026-04-24 16:46:35.228Z,30.4418,30.4904,37495,34778,16.0
2026-04-24 16:46:36.117Z,30.4630,30.5100,49514,28616,15.4
2026-04-24 16:46:37.863Z,30.4782,30.5186,53876,59684,13.2
