TimestampUtc,Price,Size,Exchange
2026-04-21 13:30:00.534Z,0.8163,23903,SYNTH
2026-04-21 13:30:01.225Z,0.8164,17556,SYNTH
2026-04-21 13:30:02.102Z,0.8156,22283,SYNTH
2026-04-21 13:30:03.751Z,0.8154,30593,SYNTH
2026-04-21 13:30:04.869Z,0.8150,19267,SYNTH
2026-04-21 13:30:05.896Z,0.8163,30654,SYNTH
2026-04-21 13:30:06.802Z,0.8148,23663,SYNTH
2026-04-21 13:30:07.009Z,0.8161,19209,SYNTH
2026-04-21 13:30:08.179Z,0.8155,30268,SYNTH
2026-04-21 13:30:09.411Z,0.8157,29240,SYNTH
2026-04-21 13:30:10.387Z,0.8163,22327,SYNTH
2026-04-21 13:30:11.071Z,0.8154,64198,SYNTH
2026-04-21 13:30:12.109Z,0.8154,38464,SYNTH
2026-04-21 13:30:13.340Z,0.8168,49244,SYNTH
2026-04-21 13:30:14.551Z,0.8166,12155,SYNTH
2026-04-21 13:30:15.371Z,0.8153,28030,SYNTH
2026-04-21 13:30:16.801Z,0.8158,37718,SYNTH
2026-04-21 13:30:17.131Z,0.8165,25550,SYNTH
2026-04-21 13:30:18.279Z,0.8156,29810,SYNTH
2026-04-21 13:30:19.740Z,0.8165,31475,SYNTH
2026-04-21 13:30:20.484Z,0.8167,11605,SYNTH
2026-04-21 13:30:21.632Z,0.8174,13136,SYNTH
2026-04-21 13:30:22.025Z,0.8162,22268,SYNTH
2026-04-21 13:30:23.459Z,0.8167,18997,SYNTH
2026-04-21 13:30:24.231Z,0.8173,19131,SYNTH
2026-04-21 13:30:25.489Z,0.8182,19035,SYNTH
2026-04-21 13:30:26.273Z,0.8181,24069,SYNTH
2026-04-21 13:30:27.052Z,0.8179,20083,SYNTH
2026-04-21 13:30:28.003Z,0.8180,14716,SYNTH
2026-04-21 13:30:29.666Z,0.8183,13228,SYNTH
2026-04-21 13:30:30.565Z,0.8190,11222,SYNTH
2026-04-21 13:30:31.844Z,0.8190,17811,SYNTH
2026-04-21 13:30:32.839Z,0.8199,25346,SYNTH
2026-04-21 13:30:33.575Z,0.8197,14089,SYNTH
2026-04-21 13:30:34.397Z,0.8199,23763,SYNTH
2026-04-21 13:30:35.851Z,0.8203,11161,SYNTH
2026-04-21 13:30:36.543Z,0.8202,15646,SYNTH
2026-04-21 13:30:37.162Z,0.8201,66132,SYNTH
2026-04-21 13:30:38.201Z,0.8196,41627,SYNTH
2026-04-21 13:30:39.100Z,0.8200,33086,SYNTH
2026-04-21 13:30:40.081Z,0.8204,47071,SYNTH
2026-04-21 13:30:41.741Z,0.8196,23084,SYNTH
2026-04-21 13:30:42.187Z,0.8191,18203,SYNTH
2026-04-21 13:30:43.142Z,0.8193,26578,SYNTH
2026-04-21 13:30:44.660Z,0.8202,21466,SYNTH
2026-04-21 13:30:45.187Z,0.8185,39775,SYNTH
2026-04-21 13:30:46.620Z,0.8203,26211,SYNTH
2026-04-21 13:30:47.401Z,0.8188,33132,SYNTH
2026-04-21 13:30:48.228Z,0.8200,18959,SYNTH
2026-04-21 13:30:49.669Z,0.8182,29624,SYNTH
2026-04-21 13:30:50.284Z,0.8191,27835,SYNTH
2026-04-21 13:30:51.830Z,0.8190,20977,SYNTH
2026-04-21 13:30:52.773Z,0.8176,31006,SYNTH
2026-04-21 13:30:53.498Z,0.8180,15431,SYNTH
2026-04-21 13:30:54.508Z,0.8192,18739,SYNTH
2026-04-21 13:30:55.436Z,0.8177,17187,SYNTH
2026-04-21 13:30:56.178Z,0.8185,28780,SYNTH
