Timestamp,Open,High,Low,Close,Volume
2026-06-24T15:30:00.0000000Z,1.42,1.435,1.4,1.4011,93
2026-06-24T15:31:00.0000000Z,1.4,1.4,1.395,1.395,161
2026-06-24T15:32:00.0000000Z,1.395,1.395,1.395,1.395,0
2026-06-24T15:33:00.0000000Z,1.395,1.41,1.395,1.41,125
2026-06-24T15:34:00.0000000Z,1.415,1.415,1.41,1.41,73
2026-06-24T15:35:00.0000000Z,1.41,1.415,1.41,1.415,11
2026-06-24T15:36:00.0000000Z,1.415,1.415,1.415,1.415,0
2026-06-24T15:37:00.0000000Z,1.41,1.41,1.4,1.4,23
2026-06-24T15:38:00.0000000Z,1.405,1.405,1.402,1.402,9
2026-06-24T15:39:00.0000000Z,1.405,1.405,1.4027,1.4027,6
2026-06-24T15:40:00.0000000Z,1.405,1.405,1.405,1.405,11
2026-06-24T15:41:00.0000000Z,1.4,1.4,1.395,1.4,46
2026-06-24T15:42:00.0000000Z,1.3999,1.3999,1.39,1.39,40
2026-06-24T15:43:00.0000000Z,1.395,1.395,1.394,1.394,3
2026-06-24T15:44:00.0000000Z,1.39,1.3937,1.39,1.39,36
2026-06-24T15:45:00.0000000Z,1.39,1.39,1.39,1.39,9
2026-06-24T15:46:00.0000000Z,1.395,1.395,1.395,1.395,1
2026-06-24T15:47:00.0000000Z,1.4,1.4,1.4,1.4,34
2026-06-24T15:48:00.0000000Z,1.4092,1.4092,1.395,1.395,11
2026-06-24T15:49:00.0000000Z,1.395,1.3999,1.395,1.3999,11
2026-06-24T15:50:00.0000000Z,1.3999,1.4,1.3999,1.4,11
2026-06-24T15:51:00.0000000Z,1.4,1.4,1.4,1.4,0
2026-06-24T15:52:00.0000000Z,1.4,1.4,1.4,1.4,0
2026-06-24T15:53:00.0000000Z,1.399,1.399,1.395,1.395,3
2026-06-24T15:54:00.0000000Z,1.4,1.4,1.4,1.4,118
2026-06-24T15:55:00.0000000Z,1.405,1.405,1.405,1.405,10
2026-06-24T15:56:00.0000000Z,1.4,1.4,1.395,1.395,61
2026-06-24T15:57:00.0000000Z,1.395,1.395,1.395,1.395,0
2026-06-24T15:58:00.0000000Z,1.3924,1.395,1.3924,1.395,15
2026-06-24T15:59:00.0000000Z,1.395,1.395,1.395,1.395,0
2026-06-24T16:00:00.0000000Z,1.395,1.395,1.39,1.39,186
2026-06-24T16:01:00.0000000Z,1.385,1.395,1.385,1.3931,74
2026-06-24T16:02:00.0000000Z,1.3901,1.3901,1.39,1.39,12
2026-06-24T16:03:00.0000000Z,1.3969,1.3969,1.38,1.3845,62
2026-06-24T16:04:00.0000000Z,1.385,1.385,1.385,1.385,14
2026-06-24T16:05:00.0000000Z,1.385,1.385,1.385,1.385,10
2026-06-24T16:06:00.0000000Z,1.385,1.385,1.385,1.385,3
2026-06-24T16:07:00.0000000Z,1.385,1.385,1.385,1.385,4
2026-06-24T16:08:00.0000000Z,1.385,1.385,1.385,1.385,11
2026-06-24T16:09:00.0000000Z,1.385,1.39,1.385,1.385,31
2026-06-24T16:10:00.0000000Z,1.39,1.39,1.3899,1.3899,71
2026-06-24T16:11:00.0000000Z,1.385,1.385,1.385,1.385,4
2026-06-24T16:12:00.0000000Z,1.385,1.385,1.385,1.385,1
2026-06-24T16:13:00.0000000Z,1.3897,1.3897,1.3897,1.3897,6
2026-06-24T16:14:00.0000000Z,1.3897,1.3897,1.3897,1.3897,0
2026-06-24T16:15:00.0000000Z,1.385,1.3899,1.385,1.3899,35
2026-06-24T16:16:00.0000000Z,1.385,1.385,1.38,1.38,142
2026-06-24T16:17:00.0000000Z,1.37,1.3799,1.37,1.375,50
2026-06-24T16:18:00.0000000Z,1.37,1.375,1.365,1.365,87
2026-06-24T16:19:00.0000000Z,1.365,1.3789,1.365,1.3789,148
2026-06-24T16:20:00.0000000Z,1.375,1.375,1.37,1.37,7
2026-06-24T16:21:00.0000000Z,1.375,1.38,1.375,1.3799,32
2026-06-24T16:22:00.0000000Z,1.3795,1.385,1.37,1.3799,121
2026-06-24T16:23:00.0000000Z,1.3801,1.385,1.38,1.3802,31
2026-06-24T16:24:00.0000000Z,1.385,1.385,1.38,1.38,14
2026-06-24T16:25:00.0000000Z,1.38,1.38,1.379,1.379,10
2026-06-24T16:26:00.0000000Z,1.375,1.375,1.375,1.375,1
2026-06-24T16:27:00.0000000Z,1.3761,1.3799,1.375,1.375,40
2026-06-24T16:28:00.0000000Z,1.375,1.3799,1.375,1.375,23
2026-06-24T16:29:00.0000000Z,1.375,1.375,1.375,1.375,0
2026-06-24T16:30:00.0000000Z,1.38,1.385,1.38,1.3801,60
2026-06-24T16:31:00.0000000Z,1.385,1.3897,1.385,1.385,32
2026-06-24T16:32:00.0000000Z,1.385,1.39,1.385,1.39,32
2026-06-24T16:33:00.0000000Z,1.3865,1.3865,1.3864,1.3865,2
2026-06-24T16:34:00.0000000Z,1.385,1.39,1.385,1.388,7
2026-06-24T16:35:00.0000000Z,1.39,1.395,1.39,1.395,25
2026-06-24T16:36:00.0000000Z,1.3927,1.3999,1.3901,1.3901,32
2026-06-24T16:37:00.0000000Z,1.3901,1.3901,1.3901,1.3901,0
2026-06-24T16:38:00.0000000Z,1.3901,1.3901,1.3901,1.3901,0
2026-06-24T16:39:00.0000000Z,1.395,1.395,1.3942,1.3942,110
2026-06-24T16:40:00.0000000Z,1.39,1.39,1.3801,1.385,62
2026-06-24T16:41:00.0000000Z,1.385,1.3889,1.385,1.3889,70
2026-06-24T16:42:00.0000000Z,1.38,1.38,1.38,1.38,34
2026-06-24T16:43:00.0000000Z,1.38,1.38,1.38,1.38,20
2026-06-24T16:44:00.0000000Z,1.385,1.385,1.385,1.385,1
2026-06-24T16:45:00.0000000Z,1.38,1.38,1.38,1.38,1
2026-06-24T16:46:00.0000000Z,1.385,1.39,1.385,1.385,44
2026-06-24T16:47:00.0000000Z,1.3865,1.395,1.3864,1.3901,50
2026-06-24T16:48:00.0000000Z,1.3901,1.3901,1.3901,1.3901,0
2026-06-24T16:49:00.0000000Z,1.3901,1.3901,1.3901,1.3901,7
2026-06-24T16:50:00.0000000Z,1.395,1.395,1.395,1.395,3
2026-06-24T16:51:00.0000000Z,1.395,1.395,1.395,1.395,4
2026-06-24T16:52:00.0000000Z,1.3903,1.3903,1.3903,1.3903,8
2026-06-24T16:53:00.0000000Z,1.3903,1.3903,1.3903,1.3903,0
2026-06-24T16:54:00.0000000Z,1.3903,1.3903,1.3903,1.3903,0
2026-06-24T16:55:00.0000000Z,1.39,1.39,1.39,1.39,7
2026-06-24T16:56:00.0000000Z,1.395,1.395,1.395,1.395,11
2026-06-24T16:57:00.0000000Z,1.395,1.395,1.395,1.395,20
2026-06-24T16:58:00.0000000Z,1.395,1.395,1.39,1.39,2
2026-06-24T16:59:00.0000000Z,1.39,1.39,1.39,1.39,0
2026-06-24T17:00:00.0000000Z,1.39,1.39,1.39,1.39,0
2026-06-24T17:01:00.0000000Z,1.394,1.409,1.394,1.409,109
2026-06-24T17:02:00.0000000Z,1.409,1.409,1.409,1.409,0
2026-06-24T17:03:00.0000000Z,1.409,1.409,1.409,1.409,0
2026-06-24T17:04:00.0000000Z,1.4,1.4,1.395,1.395,29
2026-06-24T17:05:00.0000000Z,1.395,1.395,1.395,1.395,1
2026-06-24T17:06:00.0000000Z,1.395,1.395,1.395,1.395,1
2026-06-24T17:07:00.0000000Z,1.395,1.395,1.395,1.395,0
