TimestampUtc,Price,Size,Exchange
2026-04-21 13:30:00.390Z,0.7599,786,SYNTH
2026-04-21 13:30:01.638Z,0.7582,960,SYNTH
2026-04-21 13:30:02.238Z,0.7592,1574,SYNTH
2026-04-21 13:30:03.496Z,0.7596,949,SYNTH
2026-04-21 13:30:04.125Z,0.7594,817,SYNTH
2026-04-21 13:30:05.143Z,0.7582,891,SYNTH
2026-04-21 13:30:06.607Z,0.7593,803,SYNTH
2026-04-21 13:30:07.105Z,0.7593,684,SYNTH
2026-04-21 13:30:08.887Z,0.7581,935,SYNTH
2026-04-21 13:30:09.740Z,0.7596,841,SYNTH
2026-04-21 13:30:10.264Z,0.7593,835,SYNTH
2026-04-21 13:30:11.179Z,0.7584,1871,SYNTH
2026-04-21 13:30:12.435Z,0.7597,1896,SYNTH
2026-04-21 13:30:13.848Z,0.7590,2778,SYNTH
2026-04-21 13:30:14.165Z,0.7586,659,SYNTH
2026-04-21 13:30:15.555Z,0.7590,622,SYNTH
2026-04-21 13:30:16.117Z,0.7591,2138,SYNTH
2026-04-21 13:30:17.263Z,0.7583,1753,SYNTH
2026-04-21 13:30:18.156Z,0.7598,904,SYNTH
2026-04-21 13:30:19.164Z,0.7599,940,SYNTH
2026-04-21 13:30:20.680Z,0.7597,734,SYNTH
2026-04-21 13:30:21.660Z,0.7588,587,SYNTH
2026-04-21 13:30:22.372Z,0.7600,543,SYNTH
2026-04-21 13:30:23.159Z,0.7585,1008,SYNTH
2026-04-21 13:30:24.534Z,0.7599,1016,SYNTH
2026-04-21 13:30:25.684Z,0.7593,746,SYNTH
2026-04-21 13:30:26.767Z,0.7585,658,SYNTH
2026-04-21 13:30:27.566Z,0.7599,866,SYNTH
2026-04-21 13:30:28.670Z,0.7593,436,SYNTH
2026-04-21 13:30:29.747Z,0.7584,452,SYNTH
2026-04-21 13:30:30.589Z,0.7601,1058,SYNTH
2026-04-21 13:30:31.034Z,0.7581,573,SYNTH
2026-04-21 13:30:32.517Z,0.7597,691,SYNTH
2026-04-21 13:30:33.354Z,0.7600,1044,SYNTH
2026-04-21 13:30:34.662Z,0.7600,728,SYNTH
2026-04-21 13:30:35.711Z,0.7580,770,SYNTH
2026-04-21 13:30:36.713Z,0.7591,562,SYNTH
2026-04-21 13:30:37.422Z,0.7600,1611,SYNTH
2026-04-21 13:30:38.846Z,0.7589,1542,SYNTH
2026-04-21 13:30:39.858Z,0.7594,1275,SYNTH
2026-04-21 13:30:40.567Z,0.7589,1793,SYNTH
2026-04-21 13:30:41.604Z,0.7588,738,SYNTH
2026-04-21 13:30:42.454Z,0.7599,582,SYNTH
2026-04-21 13:30:43.865Z,0.7595,1126,SYNTH
2026-04-21 13:30:44.480Z,0.7586,1077,SYNTH
2026-04-21 13:30:45.311Z,0.7598,1659,SYNTH
2026-04-21 13:30:46.078Z,0.7592,1572,SYNTH
2026-04-21 13:30:47.037Z,0.7592,1432,SYNTH
2026-04-21 13:30:48.096Z,0.7581,1189,SYNTH
2026-04-21 13:30:49.150Z,0.7599,875,SYNTH
2026-04-21 13:30:50.840Z,0.7587,1341,SYNTH
2026-04-21 13:30:51.875Z,0.7592,829,SYNTH
2026-04-21 13:30:52.556Z,0.7583,991,SYNTH
2026-04-21 13:30:53.305Z,0.7586,844,SYNTH
2026-04-21 13:30:54.403Z,0.7598,833,SYNTH
2026-04-21 13:30:55.570Z,0.7591,985,SYNTH
2026-04-21 13:30:56.214Z,0.7597,1164,SYNTH
2026-04-21 13:30:57.011Z,0.7595,1289,SYNTH
2026-04-21 13:30:58.421Z,0.7595,1559,SYNTH
2026-04-21 13:30:59.462Z,0.7589,1282,SYNTH
2026-04-21 13:32:00.048Z,0.7573,362,SYNTH
2026-04-21 13:32:01.102Z,0.7557,421,SYNTH
2026-04-21 13:32:02.631Z,0.7566,504,SYNTH
2026-04-21 13:32:03.883Z,0.7560,557,SYNTH
2026-04-21 13:32:04.050Z,0.7572,534,SYNTH
2026-04-21 13:32:05.377Z,0.7555,264,SYNTH
2026-04-21 13:32:06.465Z,0.7570,376,SYNTH
2026-04-21 13:32:07.377Z,0.7558,326,SYNTH
2026-04-21 13:32:08.412Z,0.7574,417,SYNTH
2026-04-21 13:32:09.573Z,0.7571,355,SYNTH
2026-04-21 13:32:10.258Z,0.7573,265,SYNTH
2026-04-21 13:32:11.664Z,0.7558,991,SYNTH
2026-04-21 13:32:12.846Z,0.7576,1112,SYNTH
2026-04-21 13:32:13.561Z,0.7573,795,SYNTH
2026-04-21 13:32:14.865Z,0.7576,300,SYNTH
2026-04-21 13:32:15.567Z,0.7561,269,SYNTH
2026-04-21 13:32:16.580Z,0.7573,556,SYNTH
2026-04-21 13:32:17.765Z,0.7558,575,SYNTH
2026-04-21 13:32:18.569Z,0.7570,717,SYNTH
2026-04-21 13:32:19.694Z,0.7561,418,SYNTH
2026-04-21 13:32:20.676Z,0.7572,281,SYNTH
2026-04-21 13:32:21.516Z,0.7560,216,SYNTH
2026-04-21 13:32:22.450Z,0.7575,269,SYNTH
2026-04-21 13:32:23.756Z,0.7561,192,SYNTH
2026-04-21 13:32:24.079Z,0.7575,331,SYNTH
2026-04-21 13:32:25.712Z,0.7577,213,SYNTH
2026-04-21 13:32:26.275Z,0.7561,354,SYNTH
2026-04-21 13:32:27.750Z,0.7562,346,SYNTH
2026-04-21 13:32:28.580Z,0.7575,248,SYNTH
2026-04-21 13:32:29.515Z,0.7558,344,SYNTH
2026-04-21 13:32:30.663Z,0.7569,336,SYNTH
2026-04-21 13:32:31.679Z,0.7572,366,SYNTH
2026-04-21 13:32:32.005Z,0.7566,208,SYNTH
2026-04-21 13:32:33.717Z,0.7573,199,SYNTH
2026-04-21 13:32:34.675Z,0.7568,305,SYNTH
2026-04-21 13:32:35.013Z,0.7572,216,SYNTH
2026-04-21 13:32:36.563Z,0.7574,227,SYNTH
2026-04-21 13:32:37.608Z,0.7576,871,SYNTH
2026-04-21 13:32:38.694Z,0.7565,549,SYNTH
2026-04-21 13:32:39.458Z,0.7571,547,SYNTH
2026-04-21 13:32:40.834Z,0.7579,573,SYNTH
2026-04-21 13:32:41.828Z,0.7562,189,SYNTH
2026-04-21 13:32:42.179Z,0.7579,173,SYNTH
2026-04-21 13:32:43.166Z,0.7576,411,SYNTH
2026-04-21 13:32:44.237Z,0.7576,413,SYNTH
2026-04-21 13:32:45.056Z,0.7561,491,SYNTH
2026-04-21 13:32:46.021Z,0.7569,578,SYNTH
2026-04-21 13:32:47.863Z,0.7571,375,SYNTH
2026-04-21 13:32:48.049Z,0.7577,304,SYNTH
2026-04-21 13:32:49.788Z,0.7568,267,SYNTH
2026-04-21 13:32:50.323Z,0.7577,339,SYNTH
2026-04-21 13:32:51.406Z,0.7560,211,SYNTH
2026-04-21 13:32:52.668Z,0.7574,406,SYNTH
2026-04-21 13:32:53.030Z,0.7578,494,SYNTH
2026-04-21 13:32:54.340Z,0.7579,364,SYNTH
2026-04-21 13:32:55.501Z,0.7571,290,SYNTH
2026-04-21 13:32:56.371Z,0.7568,500,SYNTH
2026-04-21 13:32:57.550Z,0.7573,443,SYNTH
2026-04-21 13:32:58.334Z,0.7567,443,SYNTH
2026-04-21 13:32:59.148Z,0.7571,349,SYNTH
2026-04-21 13:33:00.095Z,0.7575,64,SYNTH
2026-04-21 13:33:01.765Z,0.7575,68,SYNTH
2026-04-21 13:33:02.828Z,0.7564,45,SYNTH
2026-04-21 13:33:03.252Z,0.7566,47,SYNTH
2026-04-21 13:33:04.213Z,0.7578,60,SYNTH
2026-04-21 13:33:05.293Z,0.7574,43,SYNTH
2026-04-21 13:33:06.241Z,0.7577,65,SYNTH
2026-04-21 13:33:07.565Z,0.7572,28,SYNTH
2026-04-21 13:33:08.612Z,0.7580,58,SYNTH
2026-04-21 13:33:09.362Z,0.7563,50,SYNTH
2026-04-21 13:33:10.868Z,0.7573,41,SYNTH
2026-04-21 13:33:11.403Z,0.7562,118,SYNTH
2026-04-21 13:33:12.683Z,0.7575,71,SYNTH
2026-04-21 13:33:13.629Z,0.7564,91,SYNTH
2026-04-21 13:33:14.700Z,0.7570,31,SYNTH
2026-04-21 13:33:15.377Z,0.7573,53,SYNTH
2026-04-21 13:33:16.371Z,0.7572,45,SYNTH
2026-04-21 13:33:17.650Z,0.7565,41,SYNTH
2026-04-21 13:33:18.575Z,0.7580,38,SYNTH
2026-04-21 13:33:19.465Z,0.7564,54,SYNTH
2026-04-21 13:33:20.794Z,0.7577,29,SYNTH
2026-04-21 13:33:21.799Z,0.7570,41,SYNTH
2026-04-21 13:33:22.216Z,0.7560,21,SYNTH
2026-04-21 13:33:23.781Z,0.7565,48,SYNTH
2026-04-21 13:33:24.269Z,0.7563,23,SYNTH
2026-04-21 13:33:25.376Z,0.7570,34,SYNTH
2026-04-21 13:33:26.211Z,0.7561,41,SYNTH
2026-04-21 13:33:27.319Z,0.7573,45,SYNTH
2026-04-21 13:33:28.180Z,0.7565,39,SYNTH
2026-04-21 13:33:29.400Z,0.7575,26,SYNTH
